"L1","child_path","chord_HTML","chord_ID","probability"
"1","","","","",""
"1103","20","6,1,57/4","V<sup>7</sup>/IV","57/4","0.003"
"1104","21","6,1,36","iii<sup>6</sup>","36","0.002"
"1105","22","6,1,b4","iv","b4","0.002"
"1106","23","6,1,642","vi<sup>4</sup><sub>2</sub>","642","0.001"
"1107","24","6,1,D164","i<sup>6</sup><sub>4</sub>","D164","0.001"
"1108","25","6,1,b7","&#9837;VII","b7","0.001"
"1109","26","6,1,57","V<sup>7</sup>","57","0.001"
"1110","1","6,4,1","I","1","0.47"
"1111","2","6,4,5","V","5","0.294"
"1112","3","6,4,2","ii","2","0.056"
"1113","4","6,4,6","vi","6","0.042"
"1114","5","6,4,5/6","V/vi","5/6","0.028"
"1115","6","6,4,3","iii","3","0.022"
"1116","7","6,4,16","I<sup>6</sup>","16","0.01"
"1117","8","6,4,47","IV<sup>7</sup>","47","0.006"
"1118","9","6,4,b6","&#9837;VI","b6","0.006"
"1119","10","6,4,365","iii<sup>6</sup><sub>5</sub>","365","0.005"
"1120","11","6,4,b4","iv","b4","0.005"
"1121","12","6,4,664","vi<sup>6</sup><sub>4</sub>","664","0.004"
"1122","13","6,4,164","I<sup>6</sup><sub>4</sub>","164","0.004"
"1123","14","6,4,27","ii<sup>7</sup>","27","0.004"
"1124","15","6,4,57/6","V<sup>7</sup>/vi","57/6","0.004"
"1125","16","6,4,57","V<sup>7</sup>","57","0.003"
"1126","17","6,4,264","ii<sup>6</sup><sub>4</sub>","264","0.003"
"1127","18","6,4,b7","&#9837;VII","b7","0.003"
"1128","19","6,4,5/3","V/iii","5/3","0.002"
"1129","20","6,4,37","iii<sup>7</sup>","37","0.002"
"1130","21","6,4,7/6","vii&deg;/vi","7/6","0.002"
"1131","22","6,4,b3","&#9837;III","b3","0.002"
"1132","23","6,4,L27","II<sup>7</sup>","L27","0.002"
"1133","24","6,4,7","vii&deg;","7","0.002"
"1134","25","6,4,56","V<sup>6</sup>","56","0.001"
"1135","26","6,4,46","IV<sup>6</sup>","46","0.001"
"1136","27","6,4,57/3","V<sup>7</sup>/iii","57/3","0.001"
"1137","1","6,5,4","IV","4","0.434"
"1138","2","6,5,1","I","1","0.178"
"1139","3","6,5,6","vi","6","0.137"
"1140","4","6,5,2","ii","2","0.063"
"1141","5","6,5,3","iii","3","0.057"
"1142","6","6,5,47","IV<sup>7</sup>","47","0.018"
"1143","7","6,5,27","ii<sup>7</sup>","27","0.017"
"1144","8","6,5,16","I<sup>6</sup>","16","0.008"
"1145","9","6,5,5/5","V/V","5/5","0.008"
"1146","10","6,5,56","V<sup>6</sup>","56","0.007"
"1147","11","6,5,164","I<sup>6</sup><sub>4</sub>","164","0.007"
"1148","12","6,5,56/5","V<sup>6</sup>/V","56/5","0.007"
"1149","13","6,5,26","ii<sup>6</sup>","26","0.003"
"1150","14","6,5,46","IV<sup>6</sup>","46","0.003"
"1151","15","6,5,37","iii<sup>7</sup>","37","0.003"
"1152","16","6,5,b7","&#9837;VII","b7","0.003"
"1153","17","6,5,57","V<sup>7</sup>","57","0.002"
"1154","18","6,5,7","vii&deg;","7","0.002"
"1155","19","6,5,7/5","vii&deg;/V","7/5","0.002"
"1156","20","6,5,36","iii<sup>6</sup>","36","0.002"
"1157","21","6,5,464","IV<sup>6</sup><sub>4</sub>","464","0.002"
"1158","22","6,5,542","V<sup>4</sup><sub>2</sub>","542","0.002"
"1159","23","6,5,565/5","V<sup>6</sup><sub>5</sub>/V","565/5","0.002"
"1160","24","6,5,364","iii<sup>6</sup><sub>4</sub>","364","0.002"
"1161","25","6,5,564","V<sup>6</sup><sub>4</sub>","564","0.002"
"1162","26","6,5,M4","IV","M4","0.001"
"1163","1","6,2,5","V","5","0.282"
"1164","2","6,2,6","vi","6","0.167"
"1165","3","6,2,4","IV","4","0.156"
"1166","4","6,2,1","I","1","0.113"
"1167","5","6,2,3","iii","3","0.086"
"1168","6","6,2,5/6","V/vi","5/6","0.04"
"1169","7","6,2,57/6","V<sup>7</sup>/vi","57/6","0.019"
"1170","8","6,2,16","I<sup>6</sup>","16","0.019"
"1171","9","6,2,57","V<sup>7</sup>","57","0.018"
"1172","10","6,2,164","I<sup>6</sup><sub>4</sub>","164","0.013"
"1173","11","6,2,27","ii<sup>7</sup>","27","0.013"
"1174","12","6,2,D3","&#9837;III","D3","0.006"
"1175","13","6,2,C3","&#9837;iii","C3","0.006"
"1176","14","6,2,664","vi<sup>6</sup><sub>4</sub>","664","0.006"
"1177","15","6,2,543/2","V<sup>4</sup><sub>3</sub>/ii","543/2","0.006"
"1178","16","6,2,Y2","&#9837;II","Y2","0.005"
"1179","17","6,2,L7","vii","L7","0.004"
"1180","18","6,2,242","ii<sup>4</sup><sub>2</sub>","242","0.004"
"1181","19","6,2,17","I<sup>7</sup>","17","0.003"
"1182","20","6,2,M76","&#9837;VII<sup>6</sup>","M76","0.003"
"1183","21","6,2,264","ii<sup>6</sup><sub>4</sub>","264","0.003"
"1184","22","6,2,56/2","V<sup>6</sup>/ii","56/2","0.003"
"1185","23","6,2,56","V<sup>6</sup>","56","0.003"
"1186","24","6,2,66","vi<sup>6</sup>","66","0.003"
"1187","25","6,2,b1","i","b1","0.003"
"1188","26","6,2,76","vii&deg;<sup>6</sup>","76","0.003"
"1189","27","6,2,57/3","V<sup>7</sup>/iii","57/3","0.003"
"1190","28","6,2,b7","&#9837;VII","b7","0.002"
"1191","1","6,3,4","IV","4","0.411"
"1192","2","6,3,6","vi","6","0.235"
"1193","3","6,3,5","V","5","0.124"
"1194","4","6,3,2","ii","2","0.066"
"1195","5","6,3,1","I","1","0.049"
"1196","6","6,3,47","IV<sup>7</sup>","47","0.027"
"1197","7","6,3,5/5","V/V","5/5","0.007"
"1198","8","6,3,36","iii<sup>6</sup>","36","0.007"
"1199","9","6,3,b57","v<sup>7</sup>","b57","0.006"
"1200","10","6,3,b7","&#9837;VII","b7","0.006"
"1201","11","6,3,165","I<sup>6</sup><sub>5</sub>","165","0.005"
"1202","12","6,3,464","IV<sup>6</sup><sub>4</sub>","464","0.005"
"1203","13","6,3,342","iii<sup>4</sup><sub>2</sub>","342","0.005"
"1204","14","6,3,365","iii<sup>6</sup><sub>5</sub>","365","0.005"
"1205","15","6,3,5/6","V/vi","5/6","0.003"
"1206","16","6,3,364","iii<sup>6</sup><sub>4</sub>","364","0.003"
"1207","17","6,3,16","I<sup>6</sup>","16","0.003"
"1208","18","6,3,D3","&#9837;III","D3","0.002"
"1209","19","6,3,D37","&#9837;III<sup>7</sup>","D37","0.002"
"1210","20","6,3,265","ii<sup>6</sup><sub>5</sub>","265","0.002"
"1211","21","6,3,57/3","V<sup>7</sup>/iii","57/3","0.002"
"1212","22","6,3,Y3","&#9837;III","Y3","0.002"
"1213","23","6,3,7/6","vii&deg;/vi","7/6","0.002"
"1214","24","6,3,37","iii<sup>7</sup>","37","0.002"
"1215","25","6,3,57/2","V<sup>7</sup>/ii","57/2","0.002"
"1216","26","6,3,b4","iv","b4","0.001"
"1217","1","6,27,5","V","5","0.399"
"1218","2","6,27,37","iii<sup>7</sup>","37","0.124"
"1219","3","6,27,57","V<sup>7</sup>","57","0.115"
"1220","4","6,27,3","iii","3","0.057"
"1221","5","6,27,6","vi","6","0.054"
"1222","6","6,27,16","I<sup>6</sup>","16","0.048"
"1223","7","6,27,4","IV","4","0.03"
"1224","8","6,27,442","IV<sup>4</sup><sub>2</sub>","442","0.024"
"1225","9","6,27,57/6","V<sup>7</sup>/vi","57/6","0.015"
"1226","10","6,27,1","I","1","0.015"
"1227","11","6,27,542","V<sup>4</sup><sub>2</sub>","542","0.012"
"1228","12","6,27,47","IV<sup>7</sup>","47","0.012"
"1229","13","6,27,5/6","V/vi","5/6","0.012"
"1230","14","6,27,67","vi<sup>7</sup>","67","0.012"
"1231","15","6,27,2","ii","2","0.012"
"1232","16","6,27,464","IV<sup>6</sup><sub>4</sub>","464","0.012"
"1233","17","6,27,164","I<sup>6</sup><sub>4</sub>","164","0.009"
"1234","18","6,27,D47","IVb7","D47","0.006"
"1235","19","6,27,7","vii&deg;","7","0.003"
"1236","1","6,47,5","V","5","0.247"
"1237","2","6,47,1","I","1","0.184"
"1238","3","6,47,27","ii<sup>7</sup>","27","0.093"
"1239","4","6,47,6","vi","6","0.07"
"1240","5","6,47,37","iii<sup>7</sup>","37","0.051"
"1241","6","6,47,265","ii<sup>6</sup><sub>5</sub>","265","0.037"
"1242","7","6,47,36","iii<sup>6</sup>","36","0.028"
"1243","8","6,47,365","iii<sup>6</sup><sub>5</sub>","365","0.026"
"1244","9","6,47,3","iii","3","0.021"
"1245","10","6,47,542","V<sup>4</sup><sub>2</sub>","542","0.019"
"1246","11","6,47,2","ii","2","0.014"
"1247","12","6,47,5/6","V/vi","5/6","0.012"
"1248","13","6,47,664","vi<sup>6</sup><sub>4</sub>","664","0.009"
"1249","14","6,47,57/6","V<sup>7</sup>/vi","57/6","0.009"
"1250","15","6,47,4","IV","4","0.002"
"1251","1","6,16,4","IV","4","0.843"
"1252","2","6,16,5","V","5","0.071"
"1253","3","6,16,L26","II<sup>6</sup>","L26","0.019"
"1254","4","6,16,47","IV<sup>7</sup>","47","0.019"
"1255","5","6,16,1","I","1","0.019"
"1256","6","6,16,27","ii<sup>7</sup>","27","0.019"
"1257","7","6,16,2","ii","2","0.01"
"1258","1","6,67,6","vi","6","0.259"
"1259","2","6,67,46","IV<sup>6</sup>","46","0.125"
"1260","3","6,67,4","IV","4","0.088"
"1261","4","6,67,47","IV<sup>7</sup>","47","0.075"
"1262","5","6,67,1","I","1","0.066"
"1263","6","6,67,3","iii","3","0.063"
"1264","7","6,67,5","V","5","0.059"
"1265","8","6,67,2","ii","2","0.056"
"1266","9","6,67,164","I<sup>6</sup><sub>4</sub>","164","0.038"
"1267","10","6,67,664","vi<sup>6</sup><sub>4</sub>","664","0.025"
"1268","11","6,67,17","I<sup>7</sup>","17","0.025"
"1269","12","6,67,27","ii<sup>7</sup>","27","0.016"
"1270","13","6,67,57/2","V<sup>7</sup>/ii","57/2","0.013"
"1271","14","6,67,365","iii<sup>6</sup><sub>5</sub>","365","0.013"
"1272","15","6,67,465","IV<sup>6</sup><sub>5</sub>","465","0.009"
"1273","1","6,56,1","I","1","0.688"
"1274","2","6,56,4","IV","4","0.066"
"1275","3","6,56,5","V","5","0.044"
"1276","4","6,56,66","vi<sup>6</sup>","66","0.038"
"1277","5","6,56,2","ii","2","0.03"
"1278","6","6,56,464","IV<sup>6</sup><sub>4</sub>","464","0.028"
"1279","7","6,56,16","I<sup>6</sup>","16","0.024"
"1280","8","6,56,47","IV<sup>7</sup>","47","0.02"
"1281","9","6,56,6","vi","6","0.016"
"1282","10","6,56,26","ii<sup>6</sup>","26","0.012"
"1283","11","6,56,67","vi<sup>7</sup>","67","0.008"
"1284","12","6,56,27","ii<sup>7</sup>","27","0.008"
"1285","1","6,5/6,6","vi","6","0.463"
"1286","2","6,5/6,4","IV","4","0.338"
"1287","3","6,5/6,1","I","1","0.068"
"1288","4","6,5/6,664","vi<sup>6</sup><sub>4</sub>","664","0.027"
"1289","5","6,5/6,56/6","V<sup>6</sup>/vi","56/6","0.027"
"1290","6","6,5/6,5","V","5","0.017"
"1291","7","6,5/6,M6","vi","M6","0.014"
"1292","8","6,5/6,3","iii","3","0.014"
"1293","9","6,5/6,7/2","vii&deg;/ii","7/2","0.014"
"1294","10","6,5/6,27","ii<sup>7</sup>","27","0.014"
"1295","11","6,5/6,2","ii","2","0.007"
"1296","1","6,b7,6","vi","6","0.415"
"1297","2","6,b7,4","IV","4","0.209"
"1298","3","6,b7,1","I","1","0.112"
"1299","4","6,b7,5","V","5","0.065"
"1300","5","6,b7,7","vii&deg;","7","0.029"
"1301","6","6,b7,2","ii","2","0.024"
"1302","7","6,b7,b3","&#9837;III","b3","0.024"
"1303","8","6,b7,5/3","V/iii","5/3","0.018"
"1304","9","6,b7,D77","&#9837;VII<sup>7</sup>","D77","0.012"
"1305","10","6,b7,7/2","vii&deg;/ii","7/2","0.012"
"1306","11","6,b7,46","IV<sup>6</sup>","46","0.012"
"1307","12","6,b7,b6","&#9837;VI","b6","0.012"
"1308","13","6,b7,M4","IV","M4","0.006"
"1309","14","6,b7,57/6","V<sup>7</sup>/vi","57/6","0.003"
"1310","1","6,164,4","IV","4","0.449"
"1311","2","6,164,6","vi","6","0.11"
"1312","3","6,164,L26","II<sup>6</sup>","L26","0.105"
"1313","4","6,164,16","I<sup>6</sup>","16","0.06"
"1314","5","6,164,47","IV<sup>7</sup>","47","0.04"
"1315","6","6,164,3","iii","3","0.03"
"1316","7","6,164,5","V","5","0.03"
"1317","8","6,164,46","IV<sup>6</sup>","46","0.025"
"1318","9","6,164,664","vi<sup>6</sup><sub>4</sub>","664","0.02"
"1319","10","6,164,L4","&#9839;iv&deg;","L4","0.015"
"1320","11","6,164,543/3","V<sup>4</sup><sub>3</sub>/iii","543/3","0.01"
"1321","12","6,164,L265","II<sup>6</sup><sub>5</sub>","L265","0.01"
"1322","13","6,164,17","I<sup>7</sup>","17","0.01"
"1323","14","6,164,46/6","IV<sup>6</sup>/vi","46/6","0.01"
"1324","15","6,164,2","ii","2","0.01"
"1325","16","6,164,5/5","V/V","5/5","0.008"
"1326","17","6,164,57","V<sup>7</sup>","57","0.008"
"1327","18","6,164,56","V<sup>6</sup>","56","0.005"
"1328","19","6,164,36","iii<sup>6</sup>","36","0.005"
"1329","20","6,164,L7","vii","L7","0.005"
"1330","21","6,164,643","vi<sup>4</sup><sub>3</sub>","643","0.005"
"1331","22","6,164,1","I","1","0.003"
"1332","1","6,57,1","I","1","0.379"
"1333","2","6,57,6","vi","6","0.138"
"1334","3","6,57,2","ii","2","0.138"
"1335","4","6,57,164","I<sup>6</sup><sub>4</sub>","164","0.138"
"1336","5","6,57,47","IV<sup>7</sup>","47","0.069"
"1337","1","6,37,6","vi","6","0.261"
"1338","2","6,37,1","I","1","0.131"
"1339","3","6,37,4","IV","4","0.118"
"1340","4","6,37,3","iii","3","0.078"
"1341","5","6,37,66","vi<sup>6</sup>","66","0.078"
"1342","6","6,37,164","I<sup>6</sup><sub>4</sub>","164","0.052"
"1343","7","6,37,47","IV<sup>7</sup>","47","0.052"
"1344","8","6,37,2","ii","2","0.039"
"1345","9","6,37,27","ii<sup>7</sup>","27","0.033"
"1346","10","6,37,365","iii<sup>6</sup><sub>5</sub>","365","0.026"
"1347","11","6,37,5","V","5","0.026"
"1348","1","6,5/5,4","IV","4","0.292"
"1349","2","6,5/5,5","V","5","0.281"
"1350","3","6,5/5,6","vi","6","0.19"
"1351","4","6,5/5,1","I","1","0.107"
"1352","5","6,5/5,57","V<sup>7</sup>","57","0.032"
"1353","6","6,5/5,66","vi<sup>6</sup>","66","0.016"
"1354","7","6,5/5,L5","V","L5","0.016"
"1355","8","6,5/5,56","V<sup>6</sup>","56","0.016"
"1356","9","6,5/5,2","ii","2","0.016"
"1357","10","6,5/5,M4","IV","M4","0.016"
"1358","11","6,5/5,b7","&#9837;VII","b7","0.012"
"1359","1","6,464,1","I","1","0.556"
"1360","2","6,464,564","V<sup>6</sup><sub>4</sub>","564","0.222"
"1361","1","6,17,47","IV<sup>7</sup>","47","0.333"
"1362","2","6,17,1","I","1","0.167"
"1363","3","6,17,77","vii<sup>ø</sup><sup>7</sup>","77","0.067"
"1364","4","6,17,4","IV","4","0.058"
"1365","5","6,17,5","V","5","0.05"
"1366","6","6,17,27","ii<sup>7</sup>","27","0.042"
"1367","7","6,17,6","vi","6","0.033"
"1368","8","6,17,5/3","V/iii","5/3","0.025"
"1369","9","6,17,342","iii<sup>4</sup><sub>2</sub>","342","0.025"
"1370","1","6,664,6","vi","6","0.515"
"1371","2","6,664,4","IV","4","0.206"
"1372","3","6,664,36","iii<sup>6</sup>","36","0.056"
"1373","4","6,664,5","V","5","0.042"
"1374","5","6,664,365","iii<sup>6</sup><sub>5</sub>","365","0.028"
"1375","6","6,664,1","I","1","0.023"
"1376","7","6,664,5/5","V/V","5/5","0.023"
"1377","8","6,664,465/4","IV<sup>6</sup><sub>5</sub>/IV","465/4","0.011"
"1378","9","6,664,16","I<sup>6</sup>","16","0.011"
"1379","10","6,664,364","iii<sup>6</sup><sub>4</sub>","364","0.011"
"1380","11","6,664,5/6","V/vi","5/6","0.011"
"1381","12","6,664,66","vi<sup>6</sup>","66","0.011"
"1382","13","6,664,56/6","V<sup>6</sup>/vi","56/6","0.011"
"1383","14","6,664,164","I<sup>6</sup><sub>4</sub>","164","0.003"
"1384","1","6,564,3","iii","3","0.304"
"1385","2","6,564,464","IV<sup>6</sup><sub>4</sub>","464","0.304"
"1386","3","6,564,2","ii","2","0.174"
"1387","4","6,564,4","IV","4","0.087"
"1388","5","6,564,6","vi","6","0.087"
"1389","6","6,564,1","I","1","0.022"
"1390","7","6,564,5/5","V/V","5/5","0.022"
"1391","1","6,46,L46","&#9839;iv&deg;<sup>6</sup>","L46","0.227"
"1392","2","6,46,6","vi","6","0.156"
"1393","3","6,46,56","V<sup>6</sup>","56","0.109"
"1394","4","6,46,47","IV<sup>7</sup>","47","0.094"
"1395","5","6,46,264","ii<sup>6</sup><sub>4</sub>","264","0.07"
"1396","6","6,46,464","IV<sup>6</sup><sub>4</sub>","464","0.063"
"1397","7","6,46,542/3","V<sup>4</sup><sub>2</sub>/iii","542/3","0.063"
"1398","8","6,46,2","ii","2","0.031"
"1399","9","6,46,5","V","5","0.031"
"1400","10","6,46,564","V<sup>6</sup><sub>4</sub>","564","0.031"
"1401","11","6,46,27","ii<sup>7</sup>","27","0.031"
"1402","12","6,46,b5","v","b5","0.031"
"1403","13","6,46,164","I<sup>6</sup><sub>4</sub>","164","0.031"
"1404","14","6,46,L26","II<sup>6</sup>","L26","0.016"
"1405","15","6,46,3","iii","3","0.008"
"1406","16","6,46,1","I","1","0.008"
"1407","1","6,57/6,6","vi","6","0.672"
"1408","2","6,57/6,4","IV","4","0.196"
"1409","3","6,57/6,2","ii","2","0.042"
"1410","4","6,57/6,27","ii<sup>7</sup>","27","0.021"
"1411","5","6,57/6,565/6","V<sup>6</sup><sub>5</sub>/vi","565/6","0.021"
"1412","6","6,57/6,5/6","V/vi","5/6","0.021"
"1413","7","6,57/6,L27","II<sup>7</sup>","L27","0.005"
"1414","1","6,642,4","IV","4","0.308"
"1415","2","6,642,6","vi","6","0.233"
"1416","3","6,642,664","vi<sup>6</sup><sub>4</sub>","664","0.094"
"1417","4","6,642,56/5","V<sup>6</sup>/V","56/5","0.077"
"1418","5","6,642,47","IV<sup>7</sup>","47","0.058"
"1419","6","6,642,46/6","IV<sup>6</sup>/vi","46/6","0.032"
"1420","7","6,642,1","I","1","0.026"
"1421","8","6,642,2","ii","2","0.021"
"1422","9","6,642,77/5","vii<sup>ø</sup><sup>7</sup>/V","77/5","0.017"
"1423","10","6,642,3","iii","3","0.017"
"1424","11","6,642,643","vi<sup>4</sup><sub>3</sub>","643","0.011"
"1425","12","6,642,5","V","5","0.009"
"1426","13","6,642,L265","II<sup>6</sup><sub>5</sub>","L265","0.009"
"1427","14","6,642,565/5","V<sup>6</sup><sub>5</sub>/V","565/5","0.009"
"1428","15","6,642,265","ii<sup>6</sup><sub>5</sub>","265","0.009"
"1429","16","6,642,564/3","V<sup>6</sup><sub>4</sub>/iii","564/3","0.009"
"1430","17","6,642,57/5","V<sup>7</sup>/V","57/5","0.004"
"1431","18","6,642,5/5","V/V","5/5","0.002"
"1432","1","6,36,4","IV","4","0.271"
"1433","2","6,36,47","IV<sup>7</sup>","47","0.253"
"1434","3","6,36,2","ii","2","0.092"
"1435","4","6,36,L26","II<sup>6</sup>","L26","0.07"
"1436","5","6,36,L764","vii<sup>6</sup><sub>4</sub>","L764","0.064"
"1437","6","6,36,6","vi","6","0.062"
"1438","7","6,36,26","ii<sup>6</sup>","26","0.034"
"1439","8","6,36,5","V","5","0.026"
"1440","9","6,36,27","ii<sup>7</sup>","27","0.016"
"1441","10","6,36,46","IV<sup>6</sup>","46","0.016"
"1442","11","6,36,17","I<sup>7</sup>","17","0.014"
"1443","12","6,36,67","vi<sup>7</sup>","67","0.012"
"1444","13","6,36,542","V<sup>4</sup><sub>2</sub>","542","0.008"
"1445","14","6,36,5/6","V/vi","5/6","0.008"
"1446","15","6,36,56/3","V<sup>6</sup>/iii","56/3","0.008"
"1447","16","6,36,77/5","vii<sup>ø</sup><sup>7</sup>/V","77/5","0.008"
"1448","17","6,36,L4","&#9839;iv&deg;","L4","0.008"
"1449","18","6,36,3","iii","3","0.008"
"1450","19","6,36,b5","v","b5","0.008"
"1451","20","6,36,L743","vii<sup>4</sup><sub>3</sub>","L743","0.006"
"1452","21","6,36,564/6","V<sup>6</sup><sub>4</sub>/vi","564/6","0.006"
"1453","22","6,36,464","IV<sup>6</sup><sub>4</sub>","464","0.002"
"1454","1","6,66,4","IV","4","0.143"
"1455","2","6,66,364","iii<sup>6</sup><sub>4</sub>","364","0.125"
"1456","3","6,66,3","iii","3","0.125"
"1457","4","6,66,664","vi<sup>6</sup><sub>4</sub>","664","0.094"
"1458","5","6,66,6","vi","6","0.08"
"1459","6","6,66,26","ii<sup>6</sup>","26","0.067"
"1460","7","6,66,1","I","1","0.058"
"1461","8","6,66,164","I<sup>6</sup><sub>4</sub>","164","0.058"
"1462","9","6,66,77","vii<sup>ø</sup><sup>7</sup>","77","0.054"
"1463","10","6,66,2","ii","2","0.054"
"1464","11","6,66,47","IV<sup>7</sup>","47","0.018"
"1465","12","6,66,76/3","vii&deg;<sup>6</sup>/iii","76/3","0.018"
"1466","13","6,66,564/6","V<sup>6</sup><sub>4</sub>/vi","564/6","0.018"
"1467","14","6,66,27","ii<sup>7</sup>","27","0.018"
"1468","15","6,66,5","V","5","0.018"
"1469","16","6,66,5/5","V/V","5/5","0.018"
"1470","17","6,66,7/2","vii&deg;/ii","7/2","0.018"
"1471","1","6,b6,5","V","5","0.343"
"1472","2","6,b6,6","vi","6","0.121"
"1473","3","6,b6,1","I","1","0.081"
"1474","4","6,b6,b7","&#9837;VII","b7","0.081"
"1475","5","6,b6,b3","&#9837;III","b3","0.061"
"1476","6","6,b6,4","IV","4","0.061"
"1477","7","6,b6,164","I<sup>6</sup><sub>4</sub>","164","0.04"
"1478","8","6,b6,642","vi<sup>4</sup><sub>2</sub>","642","0.04"
"1479","9","6,b6,L6","vi","L6","0.04"
"1480","10","6,b6,b67","&#9837;VI<sup>7</sup>","b67","0.04"
"1481","11","6,b6,D164","i<sup>6</sup><sub>4</sub>","D164","0.01"
"1482","12","6,b6,57","V<sup>7</sup>","57","0.01"
"1483","1","6,b3,2","ii","2","0.69"
"1484","2","6,b3,b7","&#9837;VII","b7","0.138"
"1485","3","6,b3,b6","&#9837;VI","b6","0.069"
"1486","1","2,1,5","V","5","0.314"
"1487","2","2,1,4","IV","4","0.138"
"1488","3","2,1,2","ii","2","0.101"
"1489","4","2,1,56","V<sup>6</sup>","56","0.08"
"1490","5","2,1,6","vi","6","0.076"
"1491","6","2,1,b7","&#9837;VII","b7","0.047"
"1492","7","2,1,5/6","V/vi","5/6","0.036"
"1493","8","2,1,164","I<sup>6</sup><sub>4</sub>","164","0.023"
"1494","9","2,1,3","iii","3","0.019"
"1495","10","2,1,5/3","V/iii","5/3","0.014"
"1496","11","2,1,16","I<sup>6</sup>","16","0.013"
"1497","12","2,1,564","V<sup>6</sup><sub>4</sub>","564","0.012"
"1498","13","2,1,7","vii&deg;","7","0.011"
"1499","14","2,1,M17","Ib7","M17","0.007"
"1500","15","2,1,L7","vii","L7","0.007"
"1501","16","2,1,b56","v<sup>6</sup>","b56","0.007"
"1502","17","2,1,26","ii<sup>6</sup>","26","0.007"
"1503","18","2,1,464","IV<sup>6</sup><sub>4</sub>","464","0.006"
"1504","19","2,1,142","I<sup>4</sup><sub>2</sub>","142","0.006"
"1505","20","2,1,17","I<sup>7</sup>","17","0.005"
"1506","21","2,1,57/6","V<sup>7</sup>/vi","57/6","0.005"
"1507","22","2,1,343","iii<sup>4</sup><sub>3</sub>","343","0.005"
"1508","23","2,1,243","ii<sup>4</sup><sub>3</sub>","243","0.004"
"1509","24","2,1,265","ii<sup>6</sup><sub>5</sub>","265","0.004"
"1510","25","2,1,46","IV<sup>6</sup>","46","0.004"
"1511","26","2,1,7/2","vii&deg;/ii","7/2","0.004"
"1512","27","2,1,67","vi<sup>7</sup>","67","0.004"
"1513","28","2,1,M57","v<sup>7</sup>","M57","0.004"
"1514","1","2,4,1","I","1","0.313"
"1515","2","2,4,5","V","5","0.26"
"1516","3","2,4,6","vi","6","0.16"
"1517","4","2,4,5/6","V/vi","5/6","0.069"
"1518","5","2,4,2","ii","2","0.06"
"1519","6","2,4,3","iii","3","0.034"
"1520","7","2,4,57","V<sup>7</sup>","57","0.013"
"1521","8","2,4,164","I<sup>6</sup><sub>4</sub>","164","0.01"
"1522","9","2,4,664","vi<sup>6</sup><sub>4</sub>","664","0.008"
"1523","10","2,4,67","vi<sup>7</sup>","67","0.008"
"1524","11","2,4,542","V<sup>4</sup><sub>2</sub>","542","0.006"
"1525","12","2,4,b6","&#9837;VI","b6","0.005"
"1526","13","2,4,56/6","V<sup>6</sup>/vi","56/6","0.005"
"1527","14","2,4,b7","&#9837;VII","b7","0.005"
"1528","15","2,4,16","I<sup>6</sup>","16","0.005"
"1529","16","2,4,56","V<sup>6</sup>","56","0.005"
"1530","17","2,4,57/6","V<sup>7</sup>/vi","57/6","0.003"
"1531","18","2,4,Y6","&#9837;VI","Y6","0.003"
"1532","19","2,4,M17","Ib7","M17","0.003"
"1533","20","2,4,26","ii<sup>6</sup>","26","0.003"
"1534","21","2,4,442","IV<sup>4</sup><sub>2</sub>","442","0.003"
"1535","22","2,4,27","ii<sup>7</sup>","27","0.003"
"1536","23","2,4,47","IV<sup>7</sup>","47","0.003"
"1537","24","2,4,565/5","V<sup>6</sup><sub>5</sub>/V","565/5","0.001"
"1538","25","2,4,66","vi<sup>6</sup>","66","0.001"
"1539","26","2,4,b1","i","b1","0.001"
"1540","1","2,5,1","I","1","0.424"
"1541","2","2,5,6","vi","6","0.202"
"1542","3","2,5,2","ii","2","0.095"
"1543","4","2,5,4","IV","4","0.095"
"1544","5","2,5,3","iii","3","0.037"
"1545","6","2,5,57","V<sup>7</sup>","57","0.028"
"1546","7","2,5,56","V<sup>6</sup>","56","0.025"
"1547","8","2,5,7/6","vii&deg;/vi","7/6","0.016"
"1548","9","2,5,5/6","V/vi","5/6","0.01"
"1549","10","2,5,57/6","V<sup>7</sup>/vi","57/6","0.009"
"1550","11","2,5,565/6","V<sup>6</sup><sub>5</sub>/vi","565/6","0.006"
"1551","12","2,5,M565","v<sup>6</sup><sub>5</sub>","M565","0.006"
"1552","13","2,5,16","I<sup>6</sup>","16","0.006"
"1553","14","2,5,D3","&#9837;III","D3","0.004"
"1554","15","2,5,b7","&#9837;VII","b7","0.004"
"1555","16","2,5,542","V<sup>4</sup><sub>2</sub>","542","0.003"
"1556","17","2,5,67","vi<sup>7</sup>","67","0.003"
"1557","18","2,5,17","I<sup>7</sup>","17","0.003"
"1558","19","2,5,M77","&#9837;VII<sup>7</sup>","M77","0.003"
"1559","20","2,5,D4","IV","D4","0.003"
"1560","21","2,5,b6","&#9837;VI","b6","0.003"
"1561","22","2,5,27","ii<sup>7</sup>","27","0.003"
"1562","23","2,5,37","iii<sup>7</sup>","37","0.003"
"1563","24","2,5,b16","i<sup>6</sup>","b16","0.002"
"1564","25","2,5,Y6","&#9837;VI","Y6","0.002"
"1565","26","2,5,b56","v<sup>6</sup>","b56","0.002"
"1566","27","2,5,b57","v<sup>7</sup>","b57","0.001"
"1567","1","2,6,4","IV","4","0.222"
"1568","2","2,6,1","I","1","0.175"
